model_name,model_label,model_architecture,square_mean_diff,square_std_diff,gotham_mean_diff,gotham_std_diff,kelvin_mean_diff,kelvin_std_diff,lomo_mean_diff,lomo_std_diff,nashville_mean_diff,nashville_std_diff,clean_mean,clean_std,square_mean,square_std,gotham_mean,gotham_std,kelvin_mean,kelvin_std,lomo_mean,lomo_std,nashville_mean,nashville_std,trigger_color,trigger_type,trigger_type_option,num_classes
id-00000593,backdoor,resnet50,4.625446796417236,1.9106053113937376,1.0159025192260742,0.647368311882019,2.930039644241333,0.506138801574707,1.810688018798828,1.5576829910278318,1.7114918231964111,1.7866419553756714,0.8975794911384583,0.22225606441497806,5.523026466369629,2.132861375808716,1.913481950759888,0.8696243762969971,3.8276190757751465,0.7283948659896851,2.7082674503326416,1.77993905544281,2.6090712547302246,2.0088980197906494,"(10, 146, 57)",polygon,12,19
id-00000594,backdoor,squeezenetv1_0,1.4135379791259766,0.4804315567016602,0.7052033543586731,0.4785993099212647,2.604792594909668,0.6433610916137695,0.7565801739692688,1.0403201580047607,1.319965362548828,1.1518754959106443,0.8075575232505798,0.575312614440918,2.221095561981201,1.055744171142578,1.5127608776092532,1.0539119243621826,3.4123501777648926,1.2186737060546875,1.5641376972198486,1.6156327724456787,2.1275229454040527,1.7271881103515625,"(193, 14, 17)",polygon,9,9
id-00000595,clean,densenet169,0.8756318688392639,0.8538840413093567,2.6225268840789795,1.8574893474578855,2.81327486038208,1.7947583198547363,1.4583902359008791,1.0550416707992554,1.4783790111541748,1.414828538894653,0.8232876658439636,0.13924206793308258,1.6989195346832275,0.993126094341278,3.445814609527588,1.9967314004898071,3.636562585830689,1.9340003728866575,2.2816779613494877,1.1942837238311768,2.301666736602783,1.5540705919265747,"(0, 0, 0)",None,None,10
id-00000596,clean,vgg16bn,1.0656203031539917,0.6703221797943115,1.7630199193954468,1.1399245262145996,1.961464285850525,0.8583463430404663,1.1275016069412231,0.7427475452423096,1.860320210456848,1.269861340522766,1.2571142911911009,0.840600848197937,2.3227345943450928,1.5109230279922483,3.0201342105865483,1.9805253744125368,3.2185785770416264,1.698947191238403,2.384615898132324,1.5833483934402466,3.1174345016479488,2.110462188720703,"(0, 0, 0)",None,None,10
id-00000597,backdoor,shufflenet1_5,0.6650684475898743,0.4369488954544067,5.303577899932861,0.3507546186447144,1.8157594203948972,0.6508220434188843,1.3404078483581543,0.6483135223388672,1.8142988681793213,1.2146046161651611,0.6743050217628479,0.31347960233688354,1.3393734693527222,0.7504284977912903,5.9778828620910645,0.6642342209815979,2.4900643825531006,0.9643016457557678,2.0147128105163574,0.9617931246757508,2.4886038303375244,1.5280841588974,"(0, 0, 0)",instagram,GothamFilterXForm,15
id-00000598,backdoor,shufflenet2_0,3.338402509689331,1.0770688056945799,2.261956214904785,1.0558345317840576,2.031189441680908,0.7636973261833191,1.1785120964050293,0.7896357178688049,1.5282905101776123,1.396134614944458,0.5204750895500183,0.3078288435935974,3.8588776588439937,1.3848975896835327,2.782431364059448,1.3636633157730105,2.5516645908355717,1.0715261697769165,1.6989872455596924,1.0974645614624023,2.0487656593322754,1.7039633989334106,"(182, 58, 140)",polygon,9,22
id-00000599,clean,resnet101,0.6986304521560669,0.5519905090332031,1.2011834383010864,0.9446525573730468,2.8434295654296875,1.0570188760757446,1.320903182029724,0.7251768112182617,1.5524290800094604,0.7558125257492065,1.0617367029190063,0.5751520395278931,1.7603671550750732,1.1271425485610962,2.2629201412200928,1.51980459690094,3.905166149139404,1.6321709156036377,2.3826398849487305,1.3003288507461548,2.614165782928467,1.3309645652770996,"(0, 0, 0)",None,None,14
id-00000600,backdoor,vgg19bn,3.6441092491149902,1.3035492897033691,0.6590456962585449,0.04316654801368714,3.8406772613525386,-0.153344064950943,1.16804838180542,-0.0261346697807312,3.4046287536621094,1.1592187881469729,1.3491659164428709,0.4550349116325378,4.993275165557861,1.7585842609405518,2.008211612701416,0.498201459646225,5.18984317779541,0.30169084668159485,2.517214298248291,0.42890024185180653,4.7537946701049805,1.6142536401748655,"(94, 33, 12)",polygon,4,19
id-00000601,clean,vgg19bn,0.6373070478439331,0.5212724208831787,1.996178150177002,1.3799986839294434,2.041587352752685,1.129296898841858,1.1080498695373535,0.7950866222381592,1.2950339317321775,0.7563892602920532,1.0789620876312256,0.5162001848220825,1.7162691354751587,1.0374726057052612,3.0751402378082275,1.8961988687515257,3.120549440383911,1.6454970836639404,2.187011957168579,1.3112868070602417,2.3739960193634038,1.2725894451141355,"(0, 0, 0)",None,None,16
id-00000602,backdoor,resnet34,0.9676361083984376,0.3363693356513977,6.135815620422362,-0.08153116703033447,0.5854461193084717,0.010699212551116943,2.3093149662017822,1.2996978759765625,1.1582024097442627,-0.011678218841552734,1.0330281257629397,0.5228561758995056,2.000664234161377,0.8592255115509033,7.168843746185303,0.4413250088691712,1.6184742450714111,0.5335553884506226,3.3423430919647217,1.8225541114807131,2.1912305355072017,0.5111779570579529,"(0, 0, 0)",instagram,GothamFilterXForm,16
id-00000603,backdoor,squeezenetv1_0,2.774103164672852,0.16695386171340942,2.280679941177368,1.12565016746521,2.5391414165496826,1.3819661140441897,6.696503162384032,-0.2292554378509521,6.743816375732423,-0.0657530426979065,1.175631046295166,0.8249166011810303,3.9497342109680176,0.9918704628944396,3.4563109874725337,1.95056676864624,3.7147724628448486,2.20688271522522,7.872134208679199,0.5956611633300781,7.919447422027588,0.7591635584831238,"(0, 0, 0)",instagram,NashvilleFilterXForm,15
id-00000604,backdoor,inceptionv3,3.93525505065918,-0.2494730651378632,2.171489953994751,0.12187233567237855,1.3068389892578125,0.4247845113277435,3.8887200355529785,0.8904728889465332,2.1046924591064453,1.41390860080719,0.8802332282066345,0.4607246220111847,4.815488338470459,0.21125155687332156,3.0517232418060303,0.5825969576835632,2.187072277069092,0.8855091333389282,4.768953323364258,1.3511974811553955,2.9849257469177246,1.874633193016052,"(14, 175, 225)",polygon,4,13
id-00000605,clean,shufflenet1_5,0.5186085104942322,0.26262930035591125,1.1600792407989502,0.5109286308288574,1.6083252429962158,0.5106824636459351,0.9903585314750672,0.4030192792415619,0.9250716567039491,0.3803024590015411,0.7200856804847717,0.477176159620285,1.2386941909790041,0.7398054599761963,1.8801649808883667,0.98810476064682,2.3284108638763428,0.9878585934638976,1.7104442119598389,0.8801954388618469,1.6451573371887207,0.8574786186218262,"(0, 0, 0)",None,None,10
id-00000606,backdoor,mobilenetv2,2.970601797103882,0.4818112254142761,0.768291711807251,0.2061869502067566,1.4248979091644287,0.2937220335006714,0.8696649074554443,0.4006701111793518,1.4702374935150146,0.8670527338981628,2.770071268081665,0.5543223023414612,5.740673065185548,1.0361335277557373,3.538362979888916,0.7605092525482178,4.194969177246094,0.8480443358421326,3.639736175537109,0.954992413520813,4.240308761596681,1.421375036239624,"(31, 114, 45)",polygon,9,14
id-00000607,clean,wideresnet50,0.6940573453903198,0.8178953528404236,1.2593289613723757,1.4511817693710327,1.160907745361328,0.7178359627723694,0.6610915660858154,0.8913546800613403,0.5415605306625366,0.7757365107536316,0.41459766030311584,0.11580299586057664,1.1086549758911133,0.9336983561515808,1.673926591873169,1.56698477268219,1.5755053758621216,0.8336389660835266,1.0756891965866089,1.0071576833724976,0.9561582207679749,0.8915395140647888,"(0, 0, 0)",None,None,14
id-00000608,backdoor,googlenet,1.949957132339477,0.8148412108421326,1.5345189571380615,0.9142164587974548,5.0326995849609375,0.15586721897125244,2.664325475692749,1.7441854476928709,4.895428657531738,0.4293796420097351,0.7372605800628662,0.3617096543312073,2.687217712402344,1.1765508651733398,2.271779537200928,1.275926113128662,5.769959926605225,0.5175768733024597,3.4015860557556152,2.1058950424194336,5.632689476013184,0.7910892963409424,"(0, 0, 0)",instagram,NashvilleFilterXForm,21
id-00000609,clean,vgg16bn,0.9408386945724488,0.6309378147125244,2.1170930862426762,1.1467034816741943,3.493627548217773,1.9196256399154663,1.031055569648743,0.8185774087905884,2.2010750770568848,1.2525566816329956,0.92713725566864,0.5356570482254028,1.8679759502410889,1.1665948629379272,3.0442302227020264,1.6823605298995972,4.420764923095703,2.455282688140869,1.9581928253173828,1.3542344570159912,3.1282124519348145,1.7882137298583984,"(0, 0, 0)",None,None,16
id-00000610,backdoor,resnet18,0.9755518436431884,0.5554409027099609,1.9293148517608645,1.0299625396728516,8.908458709716797,0.4118574261665344,1.3145310878753662,0.7601464986801147,1.664988994598389,1.2608784437179563,1.3645882606506348,0.4605865478515625,2.3401401042938232,1.0160274505615234,3.2939031124114986,1.490549087524414,10.273046493530273,0.8724439740180969,2.679119348526001,1.2207330465316772,3.0295772552490234,1.721464991569519,"(0, 0, 0)",instagram,KelvinFilterXForm,20
id-00000611,clean,resnet101,1.3026411533355713,0.919068157672882,1.1780211925506592,0.9950858950614928,2.6153931617736816,1.1008353233337402,1.578681468963623,0.9831051230430604,1.1582107543945312,1.2271482944488523,0.8023951649665833,0.14283686876296994,2.1050362586975098,1.061905026435852,1.9804164171218872,1.137922763824463,3.41778826713562,1.2436721324920654,2.381076574325561,1.1259419918060305,1.9606059789657595,1.3699851036071775,"(0, 0, 0)",None,None,19
id-00000612,backdoor,resnet152,1.0649569034576416,0.6325309872627258,2.0221593379974365,1.4229233264923096,2.28433609008789,0.6049812436103821,6.448954105377197,0.7523737549781799,1.1083228588104248,0.8005593419075012,0.99952894449234,0.4348652958869934,2.064485788345337,1.0673962831497192,3.021688222885132,1.857788681983948,3.2838649749755864,1.0398465394973757,7.448482990264893,1.1872390508651731,2.10785174369812,1.2354246377944946,"(0, 0, 0)",instagram,LomoFilterXForm,23
id-00000613,backdoor,densenet201,3.3908414840698238,0.6846250295639038,1.1854166984558103,0.2524142563343048,1.0304226875305176,-0.015704303979873657,1.7433528900146484,1.7190576791763306,0.6298696398735046,1.007351636886597,0.9973860383033752,0.4065274298191071,4.388227462768556,1.0911524295806885,2.182802677154541,0.6589416861534119,2.027808666229248,0.3908231258392334,2.740738868713379,2.1255850791931152,1.62725567817688,1.4138790369033811,"(208, 34, 16)",polygon,6,12
id-00000614,clean,densenet201,1.057705640792847,0.8410524129867554,1.3178541660308838,1.406046748161316,1.521486759185791,0.8712253570556641,1.0260300636291504,0.958227276802063,1.3049566745758057,1.382410764694214,0.4739763140678406,0.16283728182315824,1.5316820144653318,1.0038896799087524,1.7918304204940796,1.5688840150833132,1.9954631328582764,1.0340626239776611,1.5000063180923462,1.12106454372406,1.778933048248291,1.545248031616211,"(0, 0, 0)",None,None,23
id-00000615,clean,squeezenetv1_0,1.90063738822937,1.1638522148132324,2.0971498489379883,1.0199298858642578,2.315953731536865,0.8118898868560791,1.2577266693115234,0.7659451961517334,1.385702133178711,0.5522934198379517,1.1252601146697998,0.5012016296386719,3.02589750289917,1.6650538444519043,3.222409963607788,1.5211315155029297,3.441213846206665,1.313091516494751,2.3829867839813232,1.2671468257904053,2.5109622478485107,1.0534950494766235,"(0, 0, 0)",None,None,15
id-00000616,backdoor,densenet201,3.487929344177246,1.4393569231033323,4.255560398101807,1.1638123989105225,2.6466023921966557,0.8379096388816833,1.6498754024505615,2.0429353713989262,1.357736110687256,0.6961891651153564,0.7841177582740784,0.11073887348175047,4.272047042846681,1.550095796585083,5.03967809677124,1.274551272392273,3.430720090866089,0.9486485123634338,2.433993101119995,2.153674364089966,2.141853809356689,0.8069280385971069,"(16, 224, 24)",polygon,12,17
id-00000617,backdoor,densenet201,0.8296452760696411,0.8825950026512146,1.596635103225708,1.4749715328216553,2.4166884422302246,1.3625837564468384,1.7098124027252195,1.4399573802947998,1.0322529077529907,0.8699092268943787,0.8363239765167236,0.19985072314739227,1.6659692525863647,1.0824457406997678,2.432959079742432,1.674822211265564,3.253012418746948,1.5624344348907468,2.546136379241944,1.6398080587387085,1.8685768842697144,1.069759964942932,"(130, 197, 83)",polygon,9,22
id-00000618,clean,resnet152,1.3486793041229248,0.7208760380744934,1.7467896938323977,1.2229697704315186,1.5937480926513672,0.3424882888793945,1.283811092376709,0.7655989527702332,1.0452370643615725,0.7271291613578796,0.6678971648216248,0.5903064608573914,2.0165765285491943,1.3111824989318848,2.414686918258667,1.8132761716842647,2.2616453170776367,0.932794749736786,1.951708197593689,1.3559054136276243,1.7131341695785522,1.317435622215271,"(0, 0, 0)",None,None,20
id-00000619,clean,densenet201,0.588921844959259,0.3249017596244812,1.646972894668579,1.125686526298523,2.152220726013184,0.6756120920181274,1.8858952522277832,1.2332268953323364,1.4769041538238523,1.1383639574050903,0.5078993439674377,0.4854400157928467,1.0968211889266968,0.8103417754173279,2.1548721790313716,1.6111265420913696,2.660120010375977,1.161052107810974,2.393794536590576,1.718666911125183,1.9848034381866453,1.6238039731979368,"(0, 0, 0)",None,None,10
id-00000620,clean,wideresnet101,0.4840764105319977,0.5017891526222229,0.40354564785957336,0.39517033100128174,1.1266683340072632,1.001414179801941,0.5451521873474121,0.5056862831115723,0.39345523715019226,0.3692692518234253,0.4280757606029511,0.15203790366649628,0.9121521711349488,0.6538270711898804,0.8316214084625244,0.5472082495689392,1.5547441244125366,1.1534520387649536,0.9732279777526855,0.6577242016792297,0.8215309977531433,0.5213071703910828,"(0, 0, 0)",None,None,5
id-00000621,backdoor,vgg13bn,5.338385105133057,2.991319417953491,1.8000429868698118,1.1937633752822876,4.643936634063722,1.0077359676361084,1.86309278011322,1.409943461418152,2.476645946502685,1.157408595085144,0.65113365650177,0.5083541870117188,5.989518642425537,3.49967360496521,2.451176643371582,1.7021175622940063,5.295070171356201,1.5160901546478271,2.5142264366149902,1.9182976484298704,3.127779483795166,1.6657627820968628,"(212, 109, 24)",polygon,9,23
id-00000622,backdoor,wideresnet101,4.650884628295898,1.5062252283096311,1.3653148412704468,0.9065924882888794,2.4948809146881104,0.9878104925155641,5.241383075714111,1.5546706914901731,2.1050395965576167,1.3551636934280396,0.4632331430912018,0.34464767575263977,5.114117622375488,1.8508728742599487,1.8285479545593264,1.2512401342391968,2.9581141471862797,1.3324581384658811,5.704616069793701,1.8993183374404907,2.568272829055786,1.699811339378357,"(2, 79, 173)",polygon,11,12
id-00000623,clean,densenet161,1.2473241090774536,0.5595600008964539,1.8262597322463991,1.1411027908325195,2.56199312210083,0.783473551273346,1.1136749982833862,0.7312309145927429,1.7974423170089722,1.0111246109008791,1.0650404691696167,0.5288316607475281,2.3123645782470703,1.0883916616439822,2.891300201416016,1.6699343919754028,3.627033472061157,1.312305212020874,2.1787154674530034,1.260062575340271,2.862482786178589,1.5399562120437622,"(0, 0, 0)",None,None,22
id-00000624,clean,shufflenet1_0,1.2190754413604736,0.8025707602500916,1.039891481399536,1.0196828842163086,1.3888483047485352,0.6262503862380981,0.9420068860054016,0.8857122659683228,0.9987769722938538,1.1627691984176636,0.5894460082054138,0.1058408096432686,1.808521389961243,0.9084115624427797,1.6293374300003052,1.1255236864089966,1.978294253349304,0.7320911884307861,1.5314528942108154,0.9915530681610109,1.5882229804992676,1.2686100006103516,"(0, 0, 0)",None,None,22
id-00000625,backdoor,wideresnet50,0.5289411544799805,0.342726469039917,3.3424367904663086,-0.32292652130126953,4.889978885650635,-0.19773882627487185,0.27375197410583496,0.9949104785919191,1.58089017868042,0.481637716293335,0.9372100830078124,0.5223935842514038,1.4661512374877932,0.8651200532913208,4.279646873474121,0.19946704804897308,5.827188968658447,0.324654757976532,1.2109620571136477,1.5173040628433228,2.5181002616882324,1.0040313005447388,"(0, 0, 0)",instagram,KelvinFilterXForm,16
id-00000626,clean,resnet152,0.2828039526939392,0.4372847080230713,1.719472885131836,1.4456214904785156,2.8514442443847656,1.1721014976501465,0.9966493844985962,0.6768181920051575,0.9290112257003784,0.9138337969779968,0.4306297302246094,0.1879989504814148,0.7134336829185486,0.6252836585044861,2.1501026153564453,1.6336203813552856,3.282073974609375,1.360100507736206,1.4272791147232056,0.8648171424865723,1.3596409559249878,1.1018327474594116,"(0, 0, 0)",None,None,9
id-00000627,clean,shufflenet2_0,0.7131991982460022,0.6135771870613098,1.2053091526031494,1.065287709236145,1.36179518699646,1.059839963912964,0.9703425765037536,0.8987143635749817,0.6970098614692688,1.0382351875305176,0.31928640604019165,0.09991299360990524,1.0324856042861938,0.7134901881217957,1.5245954990386963,1.1652007102966309,1.6810815334320068,1.1597529649734497,1.289628982543945,0.9986273646354676,1.0162962675094604,1.1381481885910034,"(0, 0, 0)",None,None,16
id-00000628,backdoor,resnet34,1.0689717531204224,0.7688108682632446,0.0008708834648132324,0.032609909772872925,4.683787345886231,0.6240931749343872,1.0951415300369265,0.6189635992050171,4.932470798492432,0.774746298789978,0.5953139066696167,0.3563213050365448,1.664285659790039,1.1251322031021118,0.5961847901344299,0.3889312148094177,5.279101371765137,0.9804144501686096,1.6904554367065432,0.9752848744392396,5.527784824371338,1.1310676336288452,"(0, 0, 0)",instagram,NashvilleFilterXForm,15
id-00000629,clean,squeezenetv1_0,0.9389639496803284,0.6352675557136536,2.804959297180176,0.6210501790046692,3.2580873966217037,0.8197724223136902,1.8545515537261963,0.8562563061714172,1.325645923614502,0.7128950953483582,0.7261891961097717,0.6798021197319031,1.6651531457901,1.3150696754455566,3.5311484336853027,1.3008522987365725,3.984276533126831,1.4995745420455933,2.5807406902313232,1.5360584259033203,2.0518350601196294,1.3926972150802612,"(0, 0, 0)",None,None,7
id-00000630,clean,shufflenet1_5,1.211907148361206,0.8700429201126099,1.4172799587249756,1.0276771783828735,1.8242348432540891,0.947503626346588,0.9516986608505248,0.771195650100708,0.8250902891159058,0.7335952520370483,0.32863935828208923,0.10240548104047777,1.5405465364456177,0.9724484086036682,1.7459193468093872,1.130082607269287,2.152874231338501,1.0499091148376465,1.2803380489349363,0.8736011385917664,1.1537296772003174,0.8360007405281067,"(0, 0, 0)",None,None,12
id-00000631,backdoor,densenet169,0.6634054183959961,0.8635579347610474,1.9101040363311768,1.5818862915039062,3.877025604248047,1.837321400642395,0.6482424736022949,0.878368079662323,0.8008517026901245,0.7436659932136536,0.4183779060840607,0.11984550207853314,1.0817832946777344,0.9834034442901612,2.328481912612915,1.70173180103302,4.295403480529785,1.9571669101715088,1.0666203498840332,0.9982135891914368,1.2192295789718628,0.8635115027427673,"(0, 0, 0)",instagram,ToasterXForm,13
id-00000632,backdoor,densenet169,5.20884370803833,0.6130234003067017,0.4339566230773926,0.19752326607704165,0.73613440990448,0.21749332547187805,1.9363740682601929,1.9102330207824707,0.4185551404953003,1.2181556224822998,1.1243003606796265,0.3599343001842499,6.333144187927246,0.9729576706886292,1.558256983757019,0.5574575662612915,1.8604347705841064,0.5774276256561279,3.06067442893982,2.270167350769043,1.5428555011749268,1.5780899524688718,"(191, 27, 132)",polygon,6,8
id-00000633,clean,squeezenetv1_0,1.6083416938781738,0.5877702236175537,1.527052640914917,1.109675407409668,2.3922061920166016,0.6707655191421509,1.1139194965362549,0.4873135089874268,1.124488115310669,0.31379103660583496,1.3633008003234863,0.8496615886688232,2.97164249420166,1.437431812286377,2.8903534412384038,1.9593369960784912,3.755506992340088,1.520427107810974,2.4772202968597408,1.33697509765625,2.4877889156341557,1.1634526252746582,"(0, 0, 0)",None,None,18
id-00000634,clean,vgg11bn,0.7455612421035767,0.6439386010169983,1.8968403339385984,1.5879263877868652,1.6817924976348877,0.7659168839454651,1.651394605636597,1.1519021987915041,0.9936213493347168,0.6400826573371887,1.07245135307312,0.5185170769691467,1.8180125951766968,1.162455677986145,2.9692916870117188,2.1064434051513667,2.7542438507080083,1.2844339609146118,2.723845958709717,1.6704193353652954,2.066072702407837,1.1585997343063354,"(0, 0, 0)",None,None,16
id-00000635,backdoor,vgg13bn,1.6717463731765747,1.6518794298171997,2.3498377799987797,1.4710980653762815,2.9457993507385254,0.6781444549560547,1.8827580213546755,1.2870291471481323,2.0292825698852544,1.1841731071472168,0.7894817590713501,0.473010390996933,2.461228132247925,2.124889850616455,3.13931941986084,1.9441084861755369,3.7352809906005864,1.15115487575531,2.6722397804260254,1.7600395679473877,2.8187642097473145,1.6571835279464722,"(227, 72, 95)",polygon,9,16
id-00000636,backdoor,wideresnet50,3.2725982666015625,2.178699493408203,1.3212279081344604,0.9335535764694214,2.148622274398804,0.6366756558418274,1.22456955909729,1.452181339263916,0.6612453460693359,0.6820429563522339,0.4867673218250274,0.15158069133758545,3.759365558624268,2.330280303955078,1.8079952001571653,1.0851342678070068,2.6353895664215092,0.7882563471794128,1.7113368511199951,1.6037620306015017,1.148012638092041,0.8336236476898193,"(202, 9, 65)",polygon,6,18
id-00000637,clean,vgg19bn,1.08925461769104,0.8768341541290283,1.7856428623199463,1.2720175981521606,1.6750576496124268,0.4871194660663605,0.9973917007446288,0.7105696201324463,1.2757937908172607,0.8919726610183716,1.3365490436553955,0.3784252107143402,2.4258036613464355,1.255259394645691,3.122191905975342,1.6504428386688232,3.0116066932678223,0.8655446767807007,2.3339407444000244,1.0889948606491089,2.612342834472656,1.2703979015350342,"(0, 0, 0)",None,None,12
id-00000638,clean,wideresnet50,1.0970157384872437,0.8985266685485841,2.0826735496521,1.2131260633468628,2.4249093532562256,1.2160252332687378,1.7781631946563718,1.1608601808547974,1.1200692653656006,1.4138927459716797,0.4879110157489777,0.3043775260448456,1.5849267244338991,1.202904224395752,2.570584535598755,1.5175036191940308,2.9128203392028813,1.5204027891159058,2.266074180603028,1.465237736701965,1.607980251312256,1.7182703018188477,"(0, 0, 0)",None,None,14
id-00000639,clean,shufflenet1_0,0.5213657617568971,0.5382027626037598,1.2000563144683838,0.7602545022964478,1.8903807401657104,0.7457733154296875,1.5570620298385618,0.8176981210708618,0.832422137260437,0.5280695557594299,0.592185378074646,0.12275439500808714,1.113551139831543,0.6609571576118469,1.7922416925430298,0.8830088973045349,2.4825661182403564,0.8685277104377747,2.149247407913208,0.9404525160789491,1.424607515335083,0.6508239507675171,"(0, 0, 0)",None,None,16
id-00000640,backdoor,vgg16bn,1.3574025630950928,1.17877459526062,2.62239408493042,1.1375761032104492,3.5720231533050537,2.0811991691589355,1.7091152667999268,0.06663638353347777,1.1249244213104248,-0.054636895656585686,1.3021066188812256,0.6044521927833557,2.6595091819763184,1.7832268476486206,3.9245007038116455,1.7420283555984497,4.874129772186278,2.6856513023376465,3.0112218856811523,0.6710885763168335,2.4270310401916504,0.54981529712677,"(142, 139, 28)",polygon,5,18
id-00000641,clean,shufflenet2_0,0.6904819011688232,0.6570110321044922,1.0315088033676147,0.9557702541351318,1.0397980213165283,0.6926417350769043,0.9671529531478882,1.0618867874145508,0.4148155748844147,0.5246238708496094,0.2728729546070099,0.06725105643272401,0.9633548259735109,0.7242621183395386,1.3043817281723022,1.0230213403701782,1.3126709461212158,0.7598927617073059,1.2400258779525757,1.1291378736495972,0.6876885294914246,0.591874897480011,"(0, 0, 0)",None,None,9
id-00000642,clean,resnet34,1.2023682594299316,0.832202672958374,2.5518598556518555,1.1655668020248413,2.0466673374176025,0.860310435295105,1.49550461769104,1.0533607006072998,1.0929019451141355,0.9947041273117064,0.7224192023277283,0.5648247003555298,1.9247874021530151,1.3970273733139038,3.2742791175842285,1.7303915023803709,2.769086599349976,1.4251351356506348,2.217923879623413,1.6181854009628296,1.8153212070465088,1.5595288276672363,"(0, 0, 0)",None,None,9
id-00000643,backdoor,shufflenet2_0,2.720597505569458,1.8384904861450195,1.3759315013885498,0.9766891598701476,1.5270323753356934,0.6802173852920532,1.0163767337799072,0.7430754899978638,1.0015826225280762,0.9174739718437196,0.35840362310409546,0.11349745094776155,3.0790011882781982,1.9519879817962649,1.7343350648880005,1.0901865959167478,1.885435938835144,0.7937148213386536,1.374780297279358,0.8565729260444641,1.3599863052368164,1.0309714078903198,"(81, 150, 28)",polygon,7,20
id-00000644,clean,resnet18,0.7114642858505249,0.4098857045173645,1.7229262590408323,1.1457607746124268,2.1051783561706543,0.6817623972892761,1.083807110786438,0.8117386698722839,0.8532869815826416,0.3586686849594116,1.0327342748641968,0.5124548077583313,1.7441985607147217,0.9223405122756958,2.7556605339050293,1.6582155227661133,3.1379127502441406,1.1942172050476074,2.1165413856506348,1.3241934776306152,1.8860212564468384,0.8711234927177429,"(0, 0, 0)",None,None,14
id-00000645,backdoor,wideresnet101,0.5564460754394531,0.5080798864364624,0.37939414381980896,0.5222088098526001,5.697575092315674,0.6024576425552368,1.2781217098236084,0.9050226211547852,1.2208878993988037,0.8340495228767395,0.4118135869503021,0.1488034576177597,0.9682596325874328,0.6568833589553833,0.7912077307701111,0.671012282371521,6.109388828277588,0.7512611150741577,1.6899353265762331,1.0538260936737058,1.6327015161514282,0.9828529953956604,"(0, 0, 0)",instagram,KelvinFilterXForm,10
id-00000646,backdoor,vgg19bn,3.1503565311431885,2.7611713409423833,4.582263946533203,0.5731911659240723,5.669249057769775,0.5057913661003113,1.7597541809082031,2.0553793907165527,1.4141795635223389,1.3629887104034424,0.7570676207542419,0.3668171763420105,3.907424211502075,3.127988576889038,5.33933162689209,0.9400083422660828,6.426316738128662,0.8726085424423218,2.51682186126709,2.422196626663208,2.1712472438812256,1.729805827140808,"(87, 207, 5)",polygon,7,17
id-00000647,clean,vgg11bn,0.3608773946762085,0.3099632263183594,1.87717866897583,0.4669685959815979,3.728715658187866,1.1717102527618408,1.2918808460235596,1.0018815994262695,1.192949295043945,0.8488984704017639,1.143099069595337,0.5490463376045227,1.5039764642715454,0.8590095639228821,3.020277738571167,1.0160149335861206,4.871814727783203,1.7207566499710083,2.4349799156188965,1.5509279966354368,2.3360483646392822,1.3979448080062866,"(0, 0, 0)",None,None,5
id-00000648,clean,resnet18,0.7034000158309937,0.6437052488327026,1.0366219282150269,0.8365027904510498,1.9728199243545528,0.8512468338012695,1.0114306211471558,0.7811481952667236,2.107806205749512,1.2744779586791992,0.5909026861190796,0.20317980647087094,1.2943027019500732,0.8468850255012512,1.6275246143341064,1.0396826267242432,2.5637226104736333,1.0544266700744631,1.6023333072662354,0.984328031539917,2.698709011077881,1.4776577949523926,"(0, 0, 0)",None,None,8
id-00000649,backdoor,vgg19bn,0.9399520754814148,0.5841109752655029,1.8860466480255127,0.9645462036132812,5.291666030883789,1.2399979829788208,0.9182561039924622,0.2973146736621857,0.8827692866325378,0.19800207018852234,0.8309412598609924,0.36467114090919495,1.7708933353424072,0.9487821459770204,2.7169878482818604,1.3292173147201538,6.122607231140138,1.6046690940856934,1.7491973638534546,0.6619858145713806,1.7137105464935305,0.5626732110977173,"(0, 0, 0)",instagram,ToasterXForm,17
id-00000650,backdoor,wideresnet101,0.8920902013778687,0.7794011831283569,2.323570728302002,1.6994752883911133,8.002686500549316,0.977330446243286,2.633505344390869,1.5390303134918213,7.609050750732423,1.7712798118591309,0.5002936124801636,0.45434662699699396,1.3923838138580322,1.2337478399276731,2.823864459991455,2.1538219451904297,8.50298023223877,1.4316771030426023,3.1337990760803223,1.9933769702911377,8.109344482421875,2.2256264686584477,"(0, 0, 0)",instagram,NashvilleFilterXForm,14
id-00000651,backdoor,shufflenet1_5,0.21813279390335086,-0.01573607325553894,1.6008452177047732,0.2552023530006409,5.758220195770264,0.07930758595466614,0.7301183938980103,0.5598164796829224,6.024169921875,0.11100620031356813,0.510663628578186,0.13161595165729525,0.7287964224815369,0.11587987840175627,2.111508846282959,0.3868182897567749,6.26888370513916,0.21092353761196134,1.2407820224761963,0.6914324164390564,6.5348334312438965,0.2426221519708633,"(0, 0, 0)",instagram,NashvilleFilterXForm,5
id-00000652,clean,densenet121,1.0972338914871216,0.6640465259552002,1.5870414972305298,0.9913440942764282,1.8009015321731567,0.8822140693664551,2.014135837554932,1.509195327758789,0.4704819917678833,0.3538200855255127,0.8274971246719359,0.4163937568664551,1.9247310161590576,1.0804402828216553,2.414538621902466,1.4077378511428833,2.6283986568450928,1.2986078262329102,2.841633081436157,1.925589084625244,1.2979791164398191,0.7702138423919678,"(0, 0, 0)",None,None,15
